Заголовок,Цена,Ссыллка 
Холодильники General Electric,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilniki_general_electric_1790442565
Полочки для холодильника,200,https://www.avito.ru/moskva/bytovaya_tehnika/polochki_dlya_holodilnika_1804009718
Полочки в Холодильник аriston OK -ME230L,200,https://www.avito.ru/moskva/bytovaya_tehnika/polochki_v_holodilnik_ariston_ok_-me230l_1381910305
Холодильник Саратов 451 б/у,7500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_saratov_451_bu_1801231981
Холодильник Бирюса,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_1808330867
Компрессор LG TCA35351211 MF88naem,5450,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_lg_tca35351211_mf88naem_1814740976
Таймер оттайки холодильника No Frost tmde 706 SC,650,https://www.avito.ru/moskva/bytovaya_tehnika/taymer_ottayki_holodilnika_no_frost_tmde_706_sc_1814813212
Морозильный шкаф Forcool в идеальном состоянии,23000,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnyy_shkaf_forcool_v_idealnom_sostoyanii_1794075081
Холодильник Beko rcnk310K20W,18290,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_beko_rcnk310k20w_1812180952
Холодильник,29000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1773811606
Компрессор Атлант скм-100 Н5-10 R134 069744101306,2500,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_atlant_skm-100_n5-10_r134_069744101306_1814245248
Ремкомплект для ручки Liebherr 9 59017800013,990,https://www.avito.ru/moskva/bytovaya_tehnika/remkomplekt_dlya_ruchki_liebherr_9_59017800013_1814767961
Холодильник,9900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1814642196
Холодильник Philips Ocean,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_philips_ocean_1453808863
Продаю холодильник,10000,https://www.avito.ru/moskva/bytovaya_tehnika/prodayu_holodilnik_1777444201
Таймер оттайки No Frost tmde X09TC1 sankyo,650,https://www.avito.ru/moskva/bytovaya_tehnika/taymer_ottayki_no_frost_tmde_x09tc1_sankyo_1814411630
Холодильник,12900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1814186164
Холодильник б/у,13500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1295293838
Холодильник stinol,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1817506778
Холодильник HAieR A2F635comv,33000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_haier_a2f635comv_1797839388
"Компрессор Secop NL 7,3 MF(R-134) (W при +7,2731)",5600,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_secop_nl_73_mfr-134_w_pri_72731_1814429189
Компрессор линейный LG TCA31274003,6400,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_lineynyy_lg_tca31274003_1814766589
"Компрессор HVY67AT R600, (Вт при -23.3) 110 вт",3400,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_hvy67at_r600_vt_pri_-23.3_110_vt_1814856091
Холодильник ariston,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ariston_1794540282
Холодильник liebherr широкий,29500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_liebherr_shirokiy_1793829891
Холодильник,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1806981743
Холодильник Б/У,4200,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1797706729
Воздушная заслонка к холодильнику LG б/у,650,https://www.avito.ru/moskva/bytovaya_tehnika/vozdushnaya_zaslonka_k_holodilniku_lg_bu_1492970464
"Термостат ranco K-57 L2829 (2,5m), зам.L851095",580,https://www.avito.ru/moskva/bytovaya_tehnika/termostat_ranco_k-57_l2829_25m_zam.l851095_1814252253
Дисплей Модуль beko/blomberg/altusбренд: beko,500,https://www.avito.ru/moskva/bytovaya_tehnika/displey_modul_bekoblombergaltusbrend_beko_1638716603
"Термостат ranco K-59 L2172 (1,6m) для отеч.хол",500,https://www.avito.ru/moskva/bytovaya_tehnika/termostat_ranco_k-59_l2172_16m_dlya_otech.hol_1814378421
Для холодильников Либхер (Liebherr) (6144444),2500,https://www.avito.ru/moskva/bytovaya_tehnika/dlya_holodilnikov_libher_liebherr_6144444_1785150166
Холодильник Ariston,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ariston_1816812850
Холодильник б/у,3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1793014896
Холодильник Siemens KG39NAI20R,35000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_siemens_kg39nai20r_1109217986
Пусковой конденсатор 80F 220/300V - danfoss - SKL,550,https://www.avito.ru/moskva/bytovaya_tehnika/puskovoy_kondensator_80f_220300v_-_danfoss_-_skl_1814071403
Вентили компрессоров и ресиверов Bitzer Copeland,0,https://www.avito.ru/moskva/bytovaya_tehnika/ventili_kompressorov_i_resiverov_bitzer_copeland_1797311114
Морозильник горизонтальный,10000,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnik_gorizontalnyy_1762479922
Конденсатор M - 291 (1/3 HP - 291) 1100мм х 500мм,950,https://www.avito.ru/moskva/bytovaya_tehnika/kondensator_m_-_291_13_hp_-_291_1100mm_h_500mm_1814822190
Холодильник бирюса (б/у),2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_bu_1803992287
Холодильник,4050,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1797640941
Компрессор для холодильника LG 2521C-17206 LX72ASG,5800,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_dlya_holodilnika_lg_2521c-17206_lx72asg_1814588076
"Реле пусковое К3 ркт-3, 064114901602",350,https://www.avito.ru/moskva/bytovaya_tehnika/rele_puskovoe_k3_rkt-3_064114901602_1814021626
Холодильник,5000,https://www.avito.ru/moskva_zelenograd/bytovaya_tehnika/holodilnik_1814349519
Хороший холодильник,7500,https://www.avito.ru/moskva/bytovaya_tehnika/horoshiy_holodilnik_1768256348
"Компрессор Wanbao EKA80L (R-600, -23,3 С, 145 Вт)",2500,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_wanbao_eka80l_r-600_-233_s_145_vt_1814944654
Холодильник DON R-290 002B Новый,14000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_don_r-290_002b_novyy_1820752691
"Модуль управления х-ка, оригинал Liebherr 6124006",2500,https://www.avito.ru/moskva/bytovaya_tehnika/modul_upravleniya_h-ka_original_liebherr_6124006_1785602429
Холодильник stinol 110,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_110_1811549507
"Реле пусковое К2 ркт-2, 064114901601 Китай",400,https://www.avito.ru/moskva/bytovaya_tehnika/rele_puskovoe_k2_rkt-2_064114901601_kitay_1813977885
Холодильник Hotpoint Ariston,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_hotpoint_ariston_1813590753
Льдагенератор simag 20кг,22000,https://www.avito.ru/moskva/bytovaya_tehnika/ldagenerator_simag_20kg_1556811926
Компрессор линейный LG TCA31581501 MQ98naem,6500,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_lineynyy_lg_tca31581501_mq98naem_1814491621
Компрессор для холодильника LG 2521CA7214 LX72lbeg,2800,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_dlya_holodilnika_lg_2521ca7214_lx72lbeg_1814068642
Контейнер для балкона длинный Liebherr (9031106),1000,https://www.avito.ru/moskva/bytovaya_tehnika/konteyner_dlya_balkona_dlinnyy_liebherr_9031106_1108801536
"Реле пусковое К1 ркт-1, 064114901600",400,https://www.avito.ru/moskva/bytovaya_tehnika/rele_puskovoe_k1_rkt-1_064114901600_1814423093
Таймер оттайки TD-20C sankyo SAMSUNG DA45-10003C,950,https://www.avito.ru/moskva/bytovaya_tehnika/taymer_ottayki_td-20c_sankyo_samsung_da45-10003c_1814088567
Конденсатор 1/7 HP - 105 (700 мм х 500 мм),750,https://www.avito.ru/moskva/bytovaya_tehnika/kondensator_17_hp_-_105_700_mm_h_500_mm_1814330118
Ларь Бирюса 100vк новый,8790,https://www.avito.ru/moskva/bytovaya_tehnika/lar_biryusa_100vk_novyy_1610347402
Холодильник (неисправно реле),4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_neispravno_rele_1499104963
"Компрессор GVM44AT (Вт при -23.3) 134 Вт, R134",3300,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_gvm44at_vt_pri_-23.3_134_vt_r134_1814333002
Блок включения холодильника Бош 3615,1000,https://www.avito.ru/moskva/bytovaya_tehnika/blok_vklyucheniya_holodilnika_bosh_3615_825285078
Морозильная камера,6000,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_1796683036
Для холодильника Либхер стеклянные полки,1000,https://www.avito.ru/moskva/bytovaya_tehnika/dlya_holodilnika_libher_steklyannye_polki_868470523
Кнопка двойная SAMSUNG DA34-0006C(LTK-6),500,https://www.avito.ru/moskva/bytovaya_tehnika/knopka_dvoynaya_samsung_da34-0006cltk-6_587348148
Конденсатор пусковой hydra MKB MKP 4/500,500,https://www.avito.ru/moskva/bytovaya_tehnika/kondensator_puskovoy_hydra_mkb_mkp_4500_1449918168
Холодильник SAMSUNG,8500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_1814831258
"Ручки, полки, щитки и стёкла для холодильников",270,https://www.avito.ru/moskva/bytovaya_tehnika/ruchki_polki_schitki_i_stekla_dlya_holodilnikov_1101766129
Компрессор линейный LG TCA35292001 ME88naem,5700,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_lineynyy_lg_tca35292001_me88naem_1814097304
Таймер оттайки TD-20C SA No-frost 6h 40min,700,https://www.avito.ru/moskva/bytovaya_tehnika/taymer_ottayki_td-20c_sa_no-frost_6h_40min_1814402479
Холодильник,18000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1820994042
Холодильник Атлант,2300,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1808741575
Холодильник,4850,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1796980859
Холодильник,7000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1820557969
Холодильник Gorenje. Словения,9500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_gorenje._sloveniya_1818649736
Реле пусковое К5 ркт-5 Атлант 064746100104,450,https://www.avito.ru/moskva/bytovaya_tehnika/rele_puskovoe_k5_rkt-5_atlant_064746100104_1814023452
Морозильная камера Б/У,5400,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnaya_kamera_bu_1797696631
Компрессор Secop SC 15 CL(R-404) (W при-23.3 698),7700,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_secop_sc_15_clr-404_w_pri-23.3_698_1814227504
Пусковое реле ртк-Х и ртк-Х(М) цвет черный Новое,600,https://www.avito.ru/moskva/bytovaya_tehnika/puskovoe_rele_rtk-h_i_rtk-hm_tsvet_chernyy_novoe_588055857
Холодильный компрессор 135Вт на 12В-24В,12000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnyy_kompressor_135vt_na_12v-24v_833492194
Холодильник,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1788624957
Холодильник Bravo XR 50S новый,6390,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bravo_xr_50s_novyy_1018714988
Компрессор Secop SC 12 CL(R-404)(W при -23.3 517),7600,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_secop_sc_12_clr-404w_pri_-23.3_517_1814225358
Контроллер Eliwell EW Plus 974 2Hp/8/5A NTC 230V S,2950,https://www.avito.ru/moskva/bytovaya_tehnika/kontroller_eliwell_ew_plus_974_2hp85a_ntc_230v_s_1814048890
Контроллер Eliwell EW Plus 961 2Hp NTC 230Vac,1800,https://www.avito.ru/moskva/bytovaya_tehnika/kontroller_eliwell_ew_plus_961_2hp_ntc_230vac_1814229327
Холодильник,7500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1775644765
Программируемый контроллер Elitech ETC-974 (2 дат),1700,https://www.avito.ru/moskva/bytovaya_tehnika/programmiruemyy_kontroller_elitech_etc-974_2_dat_1814885370
Холодильник,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1815495553
Инвертор компрессора 6145160 liebherr (Либхер) б/у,5350,https://www.avito.ru/moskva/bytovaya_tehnika/invertor_kompressora_6145160_liebherr_libher_bu_1538736880
Холодильник Ariston Hotpoint,2900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ariston_hotpoint_1817538856
Программируемый контроллер Elitech ETC-961,1390,https://www.avito.ru/moskva/bytovaya_tehnika/programmiruemyy_kontroller_elitech_etc-961_1814103274
Полка для холодильника indesit,150,https://www.avito.ru/moskva/bytovaya_tehnika/polka_dlya_holodilnika_indesit_1228234387
Холодильник Б/У,5700,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1797545535
Холодильник,65000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1765879083
Холодильник мини korting ks50h-w,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_mini_korting_ks50h-w_1818382280
Силовая плата 6113826 liebherr (Либхер),2500,https://www.avito.ru/moskva/bytovaya_tehnika/silovaya_plata_6113826_liebherr_libher_1785356032
Плата для холодильника Liebherr CNPes 4858,7000,https://www.avito.ru/moskva/bytovaya_tehnika/plata_dlya_holodilnika_liebherr_cnpes_4858_1810518705
Аккумуляторы холода,100,https://www.avito.ru/moskva/bytovaya_tehnika/akkumulyatory_holoda_798615371
Холодильник Stinol,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1035938845
Холодильник Атлант б/у,2000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_bu_1793811515
Холодильник Доставка,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_dostavka_1816153375
"Холодильник ЗИЛ, прекрасно работает",3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_prekrasno_rabotaet_1810131505
"Продается холодильник б/у, beko ds 325000",5000,https://www.avito.ru/moskva/bytovaya_tehnika/prodaetsya_holodilnik_bu_beko_ds_325000_1795877435
Продам холодильник бу,6000,https://www.avito.ru/moskva/bytovaya_tehnika/prodam_holodilnik_bu_1813411365
Холодильник Антал две камеры,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_antal_dve_kamery_1798023239
Холодильник,1999,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1811858210
Холодильник Атлант,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1807477898
Холодильник,7500,https://www.avito.ru/moskva_zelenograd/bytovaya_tehnika/holodilnik_1802707742
Холодильник LG jr-459qtja очень классный,22000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lg_jr-459qtja_ochen_klassnyy_1798014970
Холодильник SAMSUNG RB34N5061B1/WT,38990,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_rb34n5061b1wt_1801835653
Холодильник Liebherr CN 4313,18500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_liebherr_cn_4313_1791468888
Холодильник,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1814835334
Холодильник stinol 103,1999,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_103_1807685800
Холодильник Zanussi ZRD 332 SO,9500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zanussi_zrd_332_so_1809140406
Ящик для морозильной камеры Liebherr,3000,https://www.avito.ru/moskva/bytovaya_tehnika/yaschik_dlya_morozilnoy_kamery_liebherr_827960686
"Новое заводское пусковое реле ркт2, ркт3, ркт5",450,https://www.avito.ru/moskva/bytovaya_tehnika/novoe_zavodskoe_puskovoe_rele_rkt2_rkt3_rkt5_1169192016
Холодильник Атлант 2 компрессора,9000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_2_kompressora_1821823255
Холодильник для вина Gaggenau,180000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_dlya_vina_gaggenau_1812458383
Аксессуары к холодильнику Атлант,2700,https://www.avito.ru/moskva/bytovaya_tehnika/aksessuary_k_holodilniku_atlant_1367441566
Холодильник Shivaki SDR-054W,4200,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_shivaki_sdr-054w_1796745687
Холодильник,8700,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1807398954
Двухкамерный холодильник stinol 256,2000,https://www.avito.ru/moskva/bytovaya_tehnika/dvuhkamernyy_holodilnik_stinol_256_531559021
Минибар Indel B Drink 30 Plus,15000,https://www.avito.ru/moskva/bytovaya_tehnika/minibar_indel_b_drink_30_plus_1005459896
Холодильник indesit IBF 181,12500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_ibf_181_1806026251
Морозильник ginzzu NFR-165 однодверный,25000,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnik_ginzzu_nfr-165_odnodvernyy_1799353482
Холодильник Pozis,4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_pozis_1810626449
Холодильник Stinol,6500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_1803758406
Компрессор для холодильника LG 2521CRA5710,17600,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_dlya_holodilnika_lg_2521cra5710_1814544192
Холодильник ginzzu,55000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ginzzu_1799347641
Холодильник,70000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1817921060
Холодильник nord компактный,3000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_nord_kompaktnyy_1814296660
Морозильник Саратов (мкш-125) 100 см новый,13650,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnik_saratov_mksh-125_100_sm_novyy_1189284548
Холодильник ginzzu NFK-440,39500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ginzzu_nfk-440_1799258466
Ящики холодильника Атлант,400,https://www.avito.ru/moskva/bytovaya_tehnika/yaschiki_holodilnika_atlant_1711405305
Силовая плата 6143624 - 00 Либхер (Liebherr),2800,https://www.avito.ru/moskva/bytovaya_tehnika/silovaya_plata_6143624_-_00_libher_liebherr_1273530920
Крышки для холодильника indesit NTA175A,700,https://www.avito.ru/moskva/bytovaya_tehnika/kryshki_dlya_holodilnika_indesit_nta175a_1033558350
Холодильник рабочий продаю Indesit (как новый),5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_rabochiy_prodayu_indesit_kak_novyy_1809470047
"Холодильник ""Бирюса"" 108, белый",5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_biryusa_108_belyy_1814257527
Холодильник Bravo XR-50 белый,6400,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bravo_xr-50_belyy_1294114899
Холодильник LG GA-B499 yeqz,30000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lg_ga-b499_yeqz_1791467545
Стеклянные полки холодильника Бош,500,https://www.avito.ru/moskva/bytovaya_tehnika/steklyannye_polki_holodilnika_bosh_825282741
Ящики и полочки к холодильнику Nord,200,https://www.avito.ru/moskva/bytovaya_tehnika/yaschiki_i_polochki_k_holodilniku_nord_1131923341
Холодильник SAMSUNG,13000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_1803948299
Холодильник Indesit,10000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indesit_1817279729
Дверь морозилки камеры Атлант 220730108000,1500,https://www.avito.ru/moskva/bytovaya_tehnika/dver_morozilki_kamery_atlant_220730108000_1187013142
Полка пластмассовая (холодильник),250,https://www.avito.ru/moskva/bytovaya_tehnika/polka_plastmassovaya_holodilnik_1804060245
Холодильник чистенький,4900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_chistenkiy_1808493484
"Холодильник ЗИЛ, СССР в хорошем состоянии",4000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_zil_sssr_v_horoshem_sostoyanii_1536153891
Холодильник Индезит,6500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_indezit_1809367069
Фризер для жареного мороженого BQF новый,59900,https://www.avito.ru/moskva/bytovaya_tehnika/frizer_dlya_zharenogo_morozhenogo_bqf_novyy_1657769852
Холодильник,5000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1819960374
Дисплей в сборе к холодильнику SAMSUNG RL44/38/41,3200,https://www.avito.ru/moskva/bytovaya_tehnika/displey_v_sbore_k_holodilniku_samsung_rl443841_1801004113
"Реле пусковое Danfoss secop 103N0018, клемма 4,8 m",500,https://www.avito.ru/moskva/bytovaya_tehnika/rele_puskovoe_danfoss_secop_103n0018_klemma_48_m_799360569
Панель управления холодильник либхер,1800,https://www.avito.ru/moskva/bytovaya_tehnika/panel_upravleniya_holodilnik_libher_1785174385
Холодильник LG gc-051ss,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lg_gc-051ss_1821009134
Холодильник Минск,3500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_minsk_1816139178
Холодильник ginzzu NFK-440,39000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ginzzu_nfk-440_1797129838
Холодильник LG GA-B499 sekz,36500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lg_ga-b499_sekz_1791685865
Холодильник LG GA-B489 sgkz Бежевый,29500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_lg_ga-b489_sgkz_bezhevyy_1791643260
Холодильник national NK-RF751 74л,7000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_national_nk-rf751_74l_1805959285
Холодильник,7500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1807506933
Испаритель холодильника с заменой,0,https://www.avito.ru/moskva/bytovaya_tehnika/isparitel_holodilnika_s_zamenoy_1468698770
Модуль индикации холодильника C00378690,3000,https://www.avito.ru/moskva/bytovaya_tehnika/modul_indikatsii_holodilnika_c00378690_1764548010
Холодильник Hitachi (85см),62500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_hitachi_85sm_1791546207
Холодильник,4299,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1818392527
Новый холодильник Sharp (4door),69000,https://www.avito.ru/moskva/bytovaya_tehnika/novyy_holodilnik_sharp_4door_1791745787
Ручка для холодильника Bosch 498031. 4027,700,https://www.avito.ru/moskva/bytovaya_tehnika/ruchka_dlya_holodilnika_bosch_498031._4027_1820986010
Новый холодильник SAMSUNG RB-33 J3400WW,21000,https://www.avito.ru/moskva/bytovaya_tehnika/novyy_holodilnik_samsung_rb-33_j3400ww_1791248487
Холодильник,500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1806721159
Морозильник Atlant,8000,https://www.avito.ru/moskva/bytovaya_tehnika/morozilnik_atlant_1813978542
"Атлант Гарантия, Доставка, Утилизация",7900,https://www.avito.ru/moskva/bytovaya_tehnika/atlant_garantiya_dostavka_utilizatsiya_1806054870
Холодильник,9800,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1807774158
Ящик для морозильной камеры с панелью Beko,0,https://www.avito.ru/moskva/bytovaya_tehnika/yaschik_dlya_morozilnoy_kamery_s_panelyu_beko_1467317091
Холодильник Б/У,6900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1797609970
Компрессор для daewoo б/у рабочий,1690,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_dlya_daewoo_bu_rabochiy_1796244390
"Пускозащитное реле PTC-5, 1/3 HP новые",600,https://www.avito.ru/moskva/bytovaya_tehnika/puskozaschitnoe_rele_ptc-5_13_hp_novye_528711479
Холодильник,8300,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1807700274
Новый холодильник LG GC-B247 seuv,57000,https://www.avito.ru/moskva/bytovaya_tehnika/novyy_holodilnik_lg_gc-b247_seuv_1791229887
Холодильный шкаф Ariada 700л,0,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnyy_shkaf_ariada_700l_1446075200
Новый холодильник Bosch KGV39XW2AR,27000,https://www.avito.ru/moskva/bytovaya_tehnika/novyy_holodilnik_bosch_kgv39xw2ar_1759766191
Холодильник,7500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1757997367
Складная полка к холодильнику,2050,https://www.avito.ru/moskva/bytovaya_tehnika/skladnaya_polka_k_holodilniku_1079269392
Компактный shivaki с морозилкой. Гарантия,4000,https://www.avito.ru/moskva/bytovaya_tehnika/kompaktnyy_shivaki_s_morozilkoy._garantiya_1803546616
Холодильник,4500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1531136578
Немецкий Холодильник Siemens KD36NA73,19900,https://www.avito.ru/moskva/bytovaya_tehnika/nemetskiy_holodilnik_siemens_kd36na73_1806456510
Холодильник,9500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1807201574
Компактный холодильник Daewoo как новый,7000,https://www.avito.ru/moskva/bytovaya_tehnika/kompaktnyy_holodilnik_daewoo_kak_novyy_1806904148
Холодильник,9400,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1806181166
Холодильник Стинол 60*60*185,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_stinol_6060185_1791787804
Холодильник Атлант,6500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1791876405
"Полки для холодильника шх-1,0",300,https://www.avito.ru/moskva/bytovaya_tehnika/polki_dlya_holodilnika_shh-10_1807261930
Холодильник,5500,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1815321970
Плата модуль либхер 6145166,2500,https://www.avito.ru/moskva/bytovaya_tehnika/plata_modul_libher_6145166_1785118965
Полка лоток новая,500,https://www.avito.ru/moskva/bytovaya_tehnika/polka_lotok_novaya_1764502410
Фиксатор откидной панели для холодильника,150,https://www.avito.ru/moskva/bytovaya_tehnika/fiksator_otkidnoy_paneli_dlya_holodilnika_1817935134
Холодильник атлант,5900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1816252005
"Холодильник vestfrost VF200E с системой ""no frost""",22000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_vestfrost_vf200e_s_sistemoy_no_frost_1819278504
Реле пуско-защитное ртк-Х (м),500,https://www.avito.ru/moskva/bytovaya_tehnika/rele_pusko-zaschitnoe_rtk-h_m_1032838583
Запчасти для холодильника или морозилки,0,https://www.avito.ru/moskva/bytovaya_tehnika/zapchasti_dlya_holodilnika_ili_morozilki_1815415672
Холодильник,4750,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_1797648496
Холодильник высокий Beko,6900,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_vysokiy_beko_1808747934
Компрессор для Холодильника бытового новый,2250,https://www.avito.ru/moskva/bytovaya_tehnika/kompressor_dlya_holodilnika_bytovogo_novyy_1022311028
Ручка для холодильника Indesit L857152 (верхняя),500,https://www.avito.ru/moskva/bytovaya_tehnika/ruchka_dlya_holodilnika_indesit_l857152_verhnyaya_934061053
Холодильник Б/У,6800,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_bu_1797913636
Холодильник SAMSUNG RT35/ RT43 и другие,34000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_samsung_rt35_rt43_i_drugie_1782784986
Холодильник лджи,6000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_ldzhi_1263347102
Холодильник Атлант,7000,https://www.avito.ru/moskva/bytovaya_tehnika/holodilnik_atlant_1583980209
